date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:42:29	1500/1500	---M--	200	added ('OK')	image/png	etag:%225e4e56c2-5dc%22	https://lmpixels.com/demo/breezycv/dark/3/img/clients/client-6.png	D:/CV1/lmpixels.com/demo/breezycv/dark/3/img/clients/client-6.png	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:29	2125/2125	---M--	200	added ('OK')	image/png	etag:%225e4e56cc-84d%22	https://lmpixels.com/demo/breezycv/dark/3/img/clients/client-7.png	D:/CV1/lmpixels.com/demo/breezycv/dark/3/img/clients/client-7.png	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:29	108090/108090	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf104-1a63a%22	https://lmpixels.com/demo/breezycv/dark/3/img/portfolio/1.jpg	D:/CV1/lmpixels.com/demo/breezycv/dark/3/img/portfolio/1.jpg	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:29	59090/59090	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf1e6-e6d2%22	https://lmpixels.com/demo/breezycv/dark/3/img/portfolio/2.jpg	D:/CV1/lmpixels.com/demo/breezycv/dark/3/img/portfolio/2.jpg	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:30	4544/4544	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202020%2012:24:30%20GMT	https://lmpixels.com/demo/breezycv/dark/3/portfolio-1.html	D:/CV1/lmpixels.com/demo/breezycv/dark/3/portfolio-1.html	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:30	95025/95025	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf288-17331%22	https://lmpixels.com/demo/breezycv/dark/3/img/portfolio/3.jpg	D:/CV1/lmpixels.com/demo/breezycv/dark/3/img/portfolio/3.jpg	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:30	73633/73633	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf43c-11fa1%22	https://lmpixels.com/demo/breezycv/dark/3/img/portfolio/4.jpg	D:/CV1/lmpixels.com/demo/breezycv/dark/3/img/portfolio/4.jpg	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:31	52867/52867	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf498-ce83%22	https://lmpixels.com/demo/breezycv/dark/3/img/portfolio/5.jpg	D:/CV1/lmpixels.com/demo/breezycv/dark/3/img/portfolio/5.jpg	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:32	70616/70616	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf4fa-113d8%22	https://lmpixels.com/demo/breezycv/dark/3/img/portfolio/6.jpg	D:/CV1/lmpixels.com/demo/breezycv/dark/3/img/portfolio/6.jpg	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:32	104926/104926	---M--	200	added ('OK')	image/jpeg	etag:%225e739a18-199de%22	https://lmpixels.com/demo/breezycv/dark/3/img/portfolio/full/5.jpg	D:/CV1/lmpixels.com/demo/breezycv/dark/3/img/portfolio/full/5.jpg	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:32	10884/10884	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Apr%202020%2011:09:18%20GMT	https://lmpixels.com/demo/breezycv/dark/3/blog-post-1.html	D:/CV1/lmpixels.com/demo/breezycv/dark/3/blog-post-1.html	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:32	44193/44193	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-aca1%22	https://lmpixels.com/demo/breezycv/dark/3/img/blog/blog_post_1.jpg	D:/CV1/lmpixels.com/demo/breezycv/dark/3/img/blog/blog_post_1.jpg	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:32	76262/76262	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-129e6%22	https://lmpixels.com/demo/breezycv/dark/3/img/blog/blog_post_2.jpg	D:/CV1/lmpixels.com/demo/breezycv/dark/3/img/blog/blog_post_2.jpg	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:33	96117/96117	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-17775%22	https://lmpixels.com/demo/breezycv/dark/3/img/blog/blog_post_3.jpg	D:/CV1/lmpixels.com/demo/breezycv/dark/3/img/blog/blog_post_3.jpg	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:33	60364/60364	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-ebcc%22	https://lmpixels.com/demo/breezycv/dark/3/img/blog/blog_post_4.jpg	D:/CV1/lmpixels.com/demo/breezycv/dark/3/img/blog/blog_post_4.jpg	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:33	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f340a99-4d7%22	https://lmpixels.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/CV1/lmpixels.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:33	84322/84322	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258c02818-14962%22	https://lmpixels.com/demo/breezycv/dark/3/js/jquery-2.1.3.min.js	D:/CV1/lmpixels.com/demo/breezycv/dark/3/js/jquery-2.1.3.min.js	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:33	13062/13062	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e97184c-55ea%22	https://lmpixels.com/demo/breezycv/dark/3/js/animating.js	D:/CV1/lmpixels.com/demo/breezycv/dark/3/js/animating.js	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:34	5441/5441	---MCZ	200	added ('OK')	application/javascript	etag:W/%225890d244-1541%22	https://lmpixels.com/demo/breezycv/dark/3/js/imagesloaded.pkgd.min.js	D:/CV1/lmpixels.com/demo/breezycv/dark/3/js/imagesloaded.pkgd.min.js	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:34	674/674	---MC-	200	added ('OK')	text/javascript	date:Sun,%2016%20Aug%202020%2016:41:21%20GMT	https://www.google.com/recaptcha/api.js	D:/CV1/www.google.com/recaptcha/api.js	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:34	24719/24719	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e46d310-608f%22	https://lmpixels.com/demo/breezycv/dark/3/js/perfect-scrollbar.min.js	D:/CV1/lmpixels.com/demo/breezycv/dark/3/js/perfect-scrollbar.min.js	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:34	14462/14462	---MCZ	200	added ('OK')	application/javascript	etag:W/%22588b884a-387e%22	https://lmpixels.com/demo/breezycv/dark/3/js/jquery.shuffle.min.js	D:/CV1/lmpixels.com/demo/breezycv/dark/3/js/jquery.shuffle.min.js	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:35	23601/23601	---MCZ	200	added ('OK')	application/javascript	etag:W/%22588b5000-5c31%22	https://lmpixels.com/demo/breezycv/dark/3/js/masonry.pkgd.min.js	D:/CV1/lmpixels.com/demo/breezycv/dark/3/js/masonry.pkgd.min.js	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:35	42766/42766	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258b6c1e0-a70e%22	https://lmpixels.com/demo/breezycv/dark/3/js/owl.carousel.min.js	D:/CV1/lmpixels.com/demo/breezycv/dark/3/js/owl.carousel.min.js	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:35	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c83aa6-4ef8%22	https://lmpixels.com/demo/breezycv/dark/3/js/jquery.magnific-popup.min.js	D:/CV1/lmpixels.com/demo/breezycv/dark/3/js/jquery.magnific-popup.min.js	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:35	7350/7350	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256efffa2-26e3%22	https://lmpixels.com/demo/breezycv/dark/3/js/jquery.googlemap.js	D:/CV1/lmpixels.com/demo/breezycv/dark/3/js/jquery.googlemap.js	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:36	9046/9046	---MCZ	200	added ('OK')	application/javascript	etag:W/%225899cb40-2d44%22	https://lmpixels.com/demo/breezycv/dark/3/js/validator.js	D:/CV1/lmpixels.com/demo/breezycv/dark/3/js/validator.js	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:41	4769/4769	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eb288be-2b48%22	https://lmpixels.com/demo/breezycv/dark/3/js/main.js	D:/CV1/lmpixels.com/demo/breezycv/dark/3/js/main.js	(from https://lmpixels.com/demo/breezycv/dark/3/index.html)
23:42:41	214/214	---MC-	302	error ('Found')	text/html	date:Sun,%2016%20Aug%202020%2016:41:28%20GMT	https://lmpixels.com/demo/breezycv/dark/3/css/owl.video.play.png	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/owl.video.play.png	(from https://lmpixels.com/demo/breezycv/dark/3/css/owl.carousel.css)
23:42:41	7028/7028	---MCZ	200	added ('OK')	text/css	etag:W/%22556070f6-2098%22	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/style.css	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/style.css	(from https://lmpixels.com/demo/breezycv/dark/3/css/main.css)
23:42:42	57333/57333	---MCZ	200	added ('OK')	text/css	etag:W/%225e39dcac-dff5%22	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	(from https://lmpixels.com/demo/breezycv/dark/3/css/main.css)
23:42:42	4544/4544	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202020%2012:28:04%20GMT	https://lmpixels.com/demo/breezycv/dark/3/portfolio-3.html	D:/CV1/lmpixels.com/demo/breezycv/dark/3/portfolio-3.html	(from https://lmpixels.com/demo/breezycv/dark/3/portfolio-1.html)
23:42:42	4544/4544	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202020%2012:27:54%20GMT	https://lmpixels.com/demo/breezycv/dark/3/portfolio-2.html	D:/CV1/lmpixels.com/demo/breezycv/dark/3/portfolio-2.html	(from https://lmpixels.com/demo/breezycv/dark/3/portfolio-1.html)
23:42:44	477597/477597	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf120-7499d%22	https://lmpixels.com/demo/breezycv/dark/3/img/portfolio/full/1.jpg	D:/CV1/lmpixels.com/demo/breezycv/dark/3/img/portfolio/full/1.jpg	(from https://lmpixels.com/demo/breezycv/dark/3/portfolio-1.html)
23:42:44	431406/431406	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf21e-6952e%22	https://lmpixels.com/demo/breezycv/dark/3/img/portfolio/full/2.jpg	D:/CV1/lmpixels.com/demo/breezycv/dark/3/img/portfolio/full/2.jpg	(from https://lmpixels.com/demo/breezycv/dark/3/portfolio-1.html)
23:42:45	496614/496614	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf2e8-793e6%22	https://lmpixels.com/demo/breezycv/dark/3/img/portfolio/full/3.jpg	D:/CV1/lmpixels.com/demo/breezycv/dark/3/img/portfolio/full/3.jpg	(from https://lmpixels.com/demo/breezycv/dark/3/portfolio-1.html)
23:42:48	144212/144212	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-23354%22	https://lmpixels.com/demo/breezycv/dark/3/img/blog/blog_post_1_full.jpg	D:/CV1/lmpixels.com/demo/breezycv/dark/3/img/blog/blog_post_1_full.jpg	(from https://lmpixels.com/demo/breezycv/dark/3/blog-post-1.html)
23:42:49	55820/55820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2024%20May%202015%2002:30:30%20GMT	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/fonts/Linearicons-Free.eot?w118d	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.eot	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/style.css)
23:42:50	55820/55820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2024%20May%202015%2002:30:30%20GMT	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/fonts/Linearicons-Free.eot?	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/fonts/Linearicons-Freed41d.eot	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/style.css)
23:42:50	21780/21780	---M--	200	added ('OK')	font/woff2	etag:%22556137cc-5514%22	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/fonts/Linearicons-Free.woff2?w118d	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.woff2	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/style.css)
23:42:51	55696/55696	---M--	200	added ('OK')	font/woff	etag:%22556137c6-d990%22	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/fonts/Linearicons-Free.woff?w118d	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.woff	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/style.css)
23:42:52	55620/55620	---M--	200	added ('OK')	application/octet-stream	etag:%22556137c6-d944%22	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/fonts/Linearicons-Free.ttf?w118d	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.ttf	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/style.css)
23:42:52	205847/205847	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22556137c6-32417%22	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/fonts/Linearicons-Free.svg?w118d	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.svg	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/linear-icons-font/style.css)
23:42:53	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
23:42:54	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot?	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400d41d.eot	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
23:42:55	76548/76548	---M--	200	added ('OK')	font/woff2	etag:%225e39dcac-12b04%22	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff2	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff2	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
23:42:56	89824/89824	---M--	200	added ('OK')	font/woff	etag:%225e39dcac-15ee0%22	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
23:42:57	132728/132728	---M--	200	added ('OK')	application/octet-stream	etag:%225e39dcac-20678%22	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.ttf	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.ttf	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
23:42:58	715890/715890	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e39dcac-aec72%22	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.svg	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.svg	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
23:42:58	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
23:42:59	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot?	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400d41d.eot	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
23:42:59	13600/13600	---M--	200	added ('OK')	font/woff2	etag:%225e39dcac-3520%22	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff2	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff2	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
23:43:00	16800/16800	---M--	200	added ('OK')	font/woff	etag:%225e39dcac-41a0%22	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
23:43:00	34092/34092	---M--	200	added ('OK')	application/octet-stream	etag:%225e39dcac-852c%22	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.ttf	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.ttf	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
23:43:01	144322/144322	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e39dcac-233c2%22	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.svg	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.svg	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
23:43:02	194078/194078	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.eot	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.eot	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
23:43:03	194078/194078	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.eot?	D:/CV1/lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900d41d.eot	(from https://lmpixels.com/demo/breezycv/dark/3/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
